TransactionID,TransactionDate,CustomerID,ProductCategory,Quantity,UnitPrice,PaymentMethod,City,TotalAmount
TXN103865,2024-03-27,CUST8610,Grocery,3,5196.3,Credit Card,Hyderabad,15588.9
TXN103866,2024-10-04,CUST8168,Home & Kitchen,6,3158.26,Cash,Hyderabad,18949.56
TXN103867,2024-06-29,CUST2805,Beauty,7,7157.43,Credit Card,Hyderabad,50102.01
TXN103868,2024-01-03,CUST2176,Home & Kitchen,6,6778.65,Credit Card,Pune,40671.9
TXN103869,2024-04-24,CUST3134,Clothing,3,1955.75,Net Banking,Ahmedabad,5867.25
TXN103870,2024-06-02,CUST8973,Grocery,4,5543.21,Debit Card,Kolkata,22172.84
TXN103871,2024-07-03,CUST4283,Clothing,1,549.42,Debit Card,Ahmedabad,549.42
TXN103872,2024-10-23,CUST3391,Sports,1,7706.59,Credit Card,Chennai,7706.59
TXN103873,2024-06-09,CUST3641,Home & Kitchen,6,2811.45,Credit Card,Bengaluru,16868.7
TXN103874,2024-05-15,CUST3742,Sports,2,6659.79,Debit Card,Mumbai,13319.58
TXN103875,2024-04-08,CUST6618,Beauty,6,2567.9,Credit Card,Pune,15407.4
TXN103876,2024-12-14,CUST5271,Grocery,7,5073.18,Net Banking,Kolkata,35512.26
TXN103877,2024-02-12,CUST4906,Sports,6,7869.22,UPI,Hyderabad,47215.32
TXN103878,2024-06-11,CUST1877,Sports,1,7017.7,Debit Card,Chennai,7017.7
TXN103879,2024-12-10,CUST1676,Electronics,3,1308.12,Net Banking,Kolkata,3924.36
TXN103880,2024-02-29,CUST6639,Electronics,6,4393.48,Net Banking,Delhi,26360.88
TXN103881,2024-02-27,CUST5117,Home & Kitchen,3,2807.8,Debit Card,Kolkata,8423.4
TXN103882,2024-06-28,CUST4872,Beauty,3,3491.68,Cash,Bengaluru,10475.04
TXN103883,2024-10-07,CUST4012,Home & Kitchen,2,2701.41,UPI,Mumbai,5402.82
TXN103884,2024-06-19,CUST2777,Clothing,3,2707.6,Debit Card,Mumbai,8122.8
TXN103885,2024-12-02,CUST9871,Grocery,1,4354.15,Cash,Pune,4354.15
TXN103886,2024-10-12,CUST6526,Home & Kitchen,4,1559.95,Net Banking,Kolkata,6239.8
TXN103887,2024-08-24,CUST1115,Home & Kitchen,4,4313.04,Cash,Pune,17252.16
TXN103888,2024-01-13,CUST6222,Electronics,5,2253.35,Cash,Kolkata,11266.75
TXN103889,2024-04-10,CUST9658,Clothing,7,2333.19,Credit Card,Bengaluru,16332.33
TXN103890,2024-01-01,CUST3785,Clothing,6,5917.82,UPI,Bengaluru,35506.92
TXN103891,2024-01-12,CUST3024,Sports,7,265.86,Debit Card,Delhi,1861.02
TXN103892,2024-06-10,CUST6087,Electronics,1,3066.14,Debit Card,Delhi,3066.14
TXN103893,2024-02-19,CUST9541,Grocery,3,3278.05,Debit Card,Ahmedabad,9834.15
TXN103894,2024-04-02,CUST9037,Electronics,4,3896.33,UPI,Bengaluru,15585.32
TXN103895,2024-04-10,CUST9440,Grocery,7,5362.02,Debit Card,Delhi,37534.14
TXN103896,2024-06-03,CUST5016,Electronics,1,2976.4,UPI,Ahmedabad,2976.4
TXN103897,2024-02-22,CUST6399,Beauty,4,1728.7,Net Banking,Delhi,6914.8
TXN103898,2024-03-17,CUST2930,Home & Kitchen,3,7082.44,Debit Card,Chennai,21247.32
TXN103899,2024-07-05,CUST4093,Grocery,7,7848.88,Debit Card,Ahmedabad,54942.16
TXN103900,2024-07-03,CUST4657,Home & Kitchen,4,189.52,Cash,Kolkata,758.08
TXN103901,2024-01-16,CUST2083,Home & Kitchen,6,4385.34,Credit Card,Hyderabad,26312.04
TXN103902,2024-05-04,CUST7125,Grocery,6,2753.37,Cash,Delhi,16520.22
TXN103903,2024-02-07,CUST9804,Home & Kitchen,5,2237.61,Debit Card,Kolkata,11188.05
TXN103904,2024-08-14,CUST8156,Electronics,5,2705.58,Credit Card,Ahmedabad,13527.9
TXN103905,2024-05-26,CUST5576,Beauty,4,5121.86,Cash,Chennai,20487.44
TXN103906,2024-02-01,CUST5609,Grocery,1,1550.01,Credit Card,Kolkata,1550.01
TXN103907,2024-10-17,CUST6323,Grocery,6,7305.5,Debit Card,Ahmedabad,43833.0
TXN103908,2024-08-05,CUST4135,Sports,1,3744.93,Net Banking,Delhi,3744.93
TXN103909,2024-03-07,CUST2629,Beauty,1,2624.85,Debit Card,Pune,2624.85
TXN103910,2024-05-24,CUST1584,Electronics,4,6131.28,Cash,Delhi,24525.12
TXN103911,2024-08-31,CUST4511,Sports,1,160.28,Debit Card,Pune,160.28
TXN103912,2024-04-28,CUST7592,Grocery,6,3471.87,Debit Card,Hyderabad,20831.22
TXN103913,2024-03-28,CUST3514,Home & Kitchen,3,2861.77,Credit Card,Pune,8585.31
TXN103914,2024-01-05,CUST1989,Home & Kitchen,5,2725.53,Debit Card,Mumbai,13627.65
TXN103915,2024-04-12,CUST3945,Beauty,3,2716.46,Debit Card,Delhi,8149.38
TXN103916,2024-06-19,CUST4141,Beauty,1,279.23,Credit Card,Mumbai,279.23
TXN103917,2024-05-30,CUST8910,Electronics,3,1242.37,Net Banking,Hyderabad,3727.11
TXN103918,2024-08-19,CUST7825,Sports,6,1160.82,Credit Card,Mumbai,6964.92
TXN103919,2024-07-28,CUST1574,Home & Kitchen,6,7909.23,Credit Card,Ahmedabad,47455.38
TXN103920,2024-06-27,CUST1992,Home & Kitchen,1,206.66,Debit Card,Kolkata,206.66
TXN103921,2024-06-26,CUST6588,Sports,4,1361.58,Cash,Mumbai,5446.32
TXN103922,2024-05-05,CUST5577,Grocery,3,7794.17,Cash,Mumbai,23382.51
TXN103923,2024-05-05,CUST8660,Electronics,4,5037.21,Debit Card,Pune,20148.84
TXN103924,2024-10-07,CUST6380,Electronics,4,3621.82,UPI,Chennai,14487.28
TXN103925,2024-09-14,CUST3819,Home & Kitchen,2,657.72,Credit Card,Chennai,1315.44
TXN103926,2024-11-12,CUST7992,Electronics,1,5367.2,Debit Card,Chennai,5367.2
TXN103927,2024-01-06,CUST9688,Grocery,5,1128.29,Debit Card,Hyderabad,5641.45
TXN103928,2024-07-09,CUST7546,Clothing,6,5379.35,Net Banking,Hyderabad,32276.1
TXN103929,2024-09-13,CUST6652,Electronics,6,7834.04,Net Banking,Hyderabad,47004.24
TXN103930,2024-07-22,CUST9344,Clothing,1,4269.82,Credit Card,Bengaluru,4269.82
TXN103931,2024-11-22,CUST7859,Sports,7,1736.25,Credit Card,Mumbai,12153.75
TXN103932,2024-08-22,CUST7766,Grocery,7,5013.51,Net Banking,Kolkata,35094.57
TXN103933,2024-01-06,CUST9203,Sports,7,4118.05,UPI,Chennai,28826.35
TXN103934,2024-02-29,CUST7388,Sports,5,4279.13,UPI,Delhi,21395.65
TXN103935,2024-05-10,CUST2295,Grocery,6,3840.51,Debit Card,Delhi,23043.06
TXN103936,2024-07-08,CUST4417,Grocery,1,5399.71,Cash,Chennai,5399.71
TXN103937,2024-02-03,CUST2952,Beauty,6,4588.4,Credit Card,Mumbai,27530.4
TXN103938,2024-05-25,CUST8142,Grocery,4,7896.35,Credit Card,Mumbai,31585.4
TXN103939,2024-11-17,CUST7931,Sports,3,6612.13,UPI,Mumbai,19836.39
TXN103940,2024-05-18,CUST4329,Sports,3,2139.65,Debit Card,Chennai,6418.95
TXN103941,2024-04-04,CUST9420,Grocery,6,5814.28,Credit Card,Ahmedabad,34885.68
TXN103942,2024-10-23,CUST6241,Clothing,2,1737.97,Cash,Mumbai,3475.94
TXN103943,2024-12-04,CUST1778,Sports,5,6265.3,Cash,Chennai,31326.5
TXN103944,2024-04-08,CUST7329,Beauty,7,1206.03,UPI,Mumbai,8442.21
TXN103945,2024-08-18,CUST6916,Electronics,5,3804.22,Cash,Hyderabad,19021.1
TXN103946,2024-03-10,CUST8094,Beauty,5,6331.13,Debit Card,Chennai,31655.65
TXN103947,2024-10-01,CUST4784,Grocery,4,2262.5,Net Banking,Delhi,9050.0
TXN103948,2024-02-24,CUST2156,Electronics,5,6701.84,Credit Card,Ahmedabad,33509.2
TXN103949,2024-04-11,CUST8368,Grocery,3,5163.88,UPI,Bengaluru,15491.64
TXN103950,2024-04-27,CUST5868,Grocery,4,3198.25,Net Banking,Ahmedabad,12793.0
TXN103951,2024-09-19,CUST5908,Home & Kitchen,1,3404.63,Credit Card,Kolkata,3404.63
TXN103952,2024-10-29,CUST5791,Electronics,5,7410.15,Cash,Mumbai,37050.75
TXN103953,2024-09-06,CUST1065,Clothing,5,1765.79,Net Banking,Bengaluru,8828.95
TXN103954,2024-01-16,CUST8207,Electronics,1,5556.1,Cash,Hyderabad,5556.1
TXN103955,2024-11-09,CUST8253,Grocery,5,5667.13,Debit Card,Pune,28335.65
TXN103956,2024-08-18,CUST7837,Sports,1,7381.92,Net Banking,Mumbai,7381.92
TXN103957,2024-02-16,CUST9469,Sports,4,5713.92,Debit Card,Pune,22855.68
TXN103958,2024-11-11,CUST3676,Beauty,3,4688.21,Credit Card,Mumbai,14064.63
TXN103959,2024-11-09,CUST7946,Grocery,1,7223.1,Cash,Chennai,7223.1
TXN103960,2024-12-23,CUST2906,Grocery,2,6638.18,Credit Card,Chennai,13276.36
TXN103961,2024-01-29,CUST2925,Grocery,1,5742.71,UPI,Hyderabad,5742.71
TXN103962,2024-05-04,CUST6920,Clothing,5,289.65,Credit Card,Chennai,1448.25
TXN103963,2024-11-10,CUST9003,Home & Kitchen,7,3006.96,UPI,Pune,21048.72
TXN103964,2024-03-09,CUST7287,Beauty,7,5066.16,Credit Card,Hyderabad,35463.12
TXN103965,2024-04-10,CUST1555,Sports,4,4192.34,Net Banking,Mumbai,16769.36
TXN103966,2024-02-19,CUST9964,Electronics,6,2574.97,Credit Card,Kolkata,15449.82
TXN103967,2024-06-28,CUST8480,Beauty,4,1181.06,Credit Card,Hyderabad,4724.24
TXN103968,2024-11-18,CUST6982,Clothing,6,4437.38,UPI,Bengaluru,26624.28
TXN103969,2024-01-16,CUST1750,Electronics,7,2308.76,Net Banking,Delhi,16161.32
TXN103970,2024-01-09,CUST8994,Grocery,7,1887.01,Debit Card,Mumbai,13209.07
TXN103971,2024-03-27,CUST6822,Beauty,1,3209.7,Credit Card,Pune,3209.7
TXN103972,2024-02-08,CUST7718,Clothing,3,6290.37,Cash,Bengaluru,18871.11
TXN103973,2024-04-11,CUST7921,Clothing,2,3918.19,Credit Card,Chennai,7836.38
TXN103974,2024-01-21,CUST6093,Grocery,4,1755.44,Debit Card,Delhi,7021.76
TXN103975,2024-10-11,CUST8055,Sports,5,961.72,Cash,Hyderabad,4808.6
TXN103976,2024-07-15,CUST4151,Home & Kitchen,6,4006.93,Credit Card,Kolkata,24041.58
TXN103977,2024-05-11,CUST7140,Electronics,5,6361.1,UPI,Delhi,31805.5
TXN103978,2024-01-23,CUST7677,Grocery,3,5232.96,Net Banking,Pune,15698.88
TXN103979,2024-06-20,CUST9697,Home & Kitchen,6,1880.23,UPI,Ahmedabad,11281.38
TXN103980,2024-09-05,CUST2249,Grocery,4,3510.55,Debit Card,Bengaluru,14042.2
TXN103981,2024-10-18,CUST8504,Sports,1,6846.19,Cash,Delhi,6846.19
TXN103982,2024-11-30,CUST3547,Electronics,5,1445.92,Cash,Hyderabad,7229.6
TXN103983,2024-10-22,CUST5901,Home & Kitchen,3,4270.68,Net Banking,Kolkata,12812.04
TXN103984,2024-09-27,CUST6028,Electronics,4,2869.17,UPI,Pune,11476.68
TXN103985,2024-06-05,CUST5706,Clothing,7,1019.71,UPI,Chennai,7137.97
TXN103986,2024-12-01,CUST4978,Grocery,7,427.73,Debit Card,Delhi,2994.11
TXN103987,2024-08-22,CUST6716,Clothing,4,4460.29,Debit Card,Mumbai,17841.16
TXN103988,2024-10-21,CUST7128,Clothing,4,195.37,Net Banking,Chennai,781.48
TXN103989,2024-03-29,CUST4150,Clothing,4,854.47,UPI,Chennai,3417.88
TXN103990,2024-07-06,CUST8673,Electronics,6,2800.09,Credit Card,Chennai,16800.54
TXN103991,2024-04-16,CUST2025,Beauty,4,376.86,Cash,Pune,1507.44
TXN103992,2024-05-09,CUST5889,Clothing,5,3221.55,Cash,Chennai,16107.75
TXN103993,2024-04-21,CUST3848,Electronics,3,1069.01,Net Banking,Hyderabad,3207.03
TXN103994,2024-08-13,CUST4883,Sports,6,2818.49,Debit Card,Hyderabad,16910.94
TXN103995,2024-05-24,CUST9350,Grocery,4,6335.54,Cash,Hyderabad,25342.16
TXN103996,2024-01-12,CUST5068,Home & Kitchen,2,5022.12,Net Banking,Mumbai,10044.24
TXN103997,2024-01-22,CUST7910,Home & Kitchen,2,3579.85,Cash,Mumbai,7159.7
TXN103998,2024-02-02,CUST5503,Home & Kitchen,3,761.91,Cash,Hyderabad,2285.73
TXN103999,2024-10-01,CUST7250,Electronics,7,4964.62,UPI,Kolkata,34752.34
TXN104000,2024-09-07,CUST4913,Electronics,1,1334.77,Debit Card,Kolkata,1334.77
TXN104001,2024-01-11,CUST3165,Sports,1,640.39,Net Banking,Chennai,640.39
TXN104002,2024-05-28,CUST6752,Beauty,7,5322.05,Credit Card,Hyderabad,37254.35
TXN104003,2024-11-09,CUST6058,Beauty,6,7299.12,Net Banking,Mumbai,43794.72
TXN104004,2024-05-02,CUST6912,Grocery,6,3700.93,Net Banking,Pune,22205.58
TXN104005,2024-07-11,CUST1527,Beauty,6,356.74,UPI,Mumbai,2140.44
TXN104006,2024-06-11,CUST4657,Beauty,1,7045.97,Net Banking,Mumbai,7045.97
TXN104007,2024-06-20,CUST7155,Clothing,2,563.78,Net Banking,Chennai,1127.56
TXN104008,2024-06-18,CUST5417,Home & Kitchen,1,6944.08,Credit Card,Delhi,6944.08
TXN104009,2024-12-26,CUST8416,Clothing,5,3152.8,Debit Card,Ahmedabad,15764.0
TXN104010,2024-08-27,CUST6497,Sports,4,2942.19,Credit Card,Ahmedabad,11768.76
TXN104011,2024-06-29,CUST5736,Sports,6,4356.1,UPI,Delhi,26136.6
TXN104012,2024-03-11,CUST1884,Clothing,2,7657.97,UPI,Ahmedabad,15315.94
TXN104013,2024-08-31,CUST4506,Grocery,3,7192.96,Net Banking,Pune,21578.88
TXN104014,2024-04-03,CUST6595,Beauty,3,3778.53,Credit Card,Hyderabad,11335.59
TXN104015,2024-04-14,CUST6699,Sports,4,5575.71,Debit Card,Chennai,22302.84
TXN104016,2024-09-03,CUST6905,Sports,2,4656.02,Cash,Ahmedabad,9312.04
TXN104017,2024-12-21,CUST7122,Grocery,1,5556.89,Cash,Chennai,5556.89
TXN104018,2024-10-16,CUST8267,Grocery,1,6639.74,UPI,Ahmedabad,6639.74
TXN104019,2024-07-27,CUST6170,Beauty,5,304.92,Net Banking,Bengaluru,1524.6
TXN104020,2024-10-02,CUST8094,Grocery,5,2626.31,Cash,Mumbai,13131.55
TXN104021,2024-08-05,CUST6653,Home & Kitchen,1,7675.85,Cash,Mumbai,7675.85
TXN104022,2024-11-19,CUST8202,Electronics,3,7596.21,UPI,Chennai,22788.63
TXN104023,2024-05-01,CUST4385,Sports,6,119.43,UPI,Bengaluru,716.58
TXN104024,2024-11-28,CUST6182,Clothing,3,1635.48,UPI,Chennai,4906.44
TXN104025,2024-07-29,CUST2958,Grocery,5,7950.35,Cash,Kolkata,39751.75
TXN104026,2024-01-22,CUST5040,Sports,4,3957.82,Net Banking,Pune,15831.28
TXN104027,2024-02-21,CUST8466,Clothing,1,4595.74,Debit Card,Delhi,4595.74
TXN104028,2024-10-26,CUST3159,Beauty,5,1356.37,Net Banking,Mumbai,6781.85
TXN104029,2024-05-25,CUST5859,Clothing,5,7157.85,Cash,Bengaluru,35789.25
TXN104030,2024-10-26,CUST1795,Grocery,6,1873.18,Cash,Kolkata,11239.08
TXN104031,2024-04-30,CUST3974,Clothing,1,1541.49,Debit Card,Mumbai,1541.49
TXN104032,2024-09-13,CUST3554,Electronics,6,1848.14,Cash,Mumbai,11088.84
TXN104033,2024-04-24,CUST8377,Sports,1,7359.38,UPI,Mumbai,7359.38
TXN104034,2024-02-27,CUST8944,Electronics,6,5631.69,UPI,Hyderabad,33790.14
TXN104035,2024-05-02,CUST8280,Grocery,3,6155.71,Cash,Delhi,18467.13
TXN104036,2024-11-01,CUST8650,Clothing,4,3034.98,UPI,Ahmedabad,12139.92
TXN104037,2024-11-12,CUST6980,Clothing,4,7276.14,UPI,Bengaluru,29104.56
TXN104038,2024-06-28,CUST8860,Electronics,1,6321.58,UPI,Mumbai,6321.58
TXN104039,2024-08-27,CUST2668,Beauty,2,6012.26,Credit Card,Pune,12024.52
TXN104040,2024-12-15,CUST2277,Electronics,7,7768.39,Net Banking,Mumbai,54378.73
TXN104041,2024-01-31,CUST6796,Electronics,5,2948.59,UPI,Mumbai,14742.95
TXN104042,2024-03-11,CUST2137,Home & Kitchen,5,4899.46,Cash,Hyderabad,24497.3
TXN104043,2024-06-05,CUST9120,Electronics,1,7282.14,Credit Card,Kolkata,7282.14
TXN104044,2024-03-08,CUST2617,Grocery,6,6333.38,Cash,Pune,38000.28
TXN104045,2024-11-10,CUST2274,Electronics,2,4520.13,Credit Card,Pune,9040.26
TXN104046,2024-12-17,CUST1022,Home & Kitchen,3,637.42,UPI,Hyderabad,1912.26
TXN104047,2024-02-25,CUST3917,Home & Kitchen,6,5232.21,Net Banking,Bengaluru,31393.26
TXN104048,2024-05-13,CUST7075,Grocery,6,4226.65,Net Banking,Delhi,25359.9
TXN104049,2024-12-09,CUST7383,Grocery,1,1497.92,Credit Card,Chennai,1497.92
TXN104050,2024-07-11,CUST9370,Clothing,1,7061.56,UPI,Bengaluru,7061.56
TXN104051,2024-12-23,CUST6483,Electronics,5,2765.69,Debit Card,Pune,13828.45
TXN104052,2024-04-21,CUST7573,Beauty,1,3118.21,Debit Card,Chennai,3118.21
TXN104053,2024-10-27,CUST2015,Clothing,1,5389.04,Debit Card,Chennai,5389.04
TXN104054,2024-07-24,CUST3120,Clothing,1,3925.73,Credit Card,Kolkata,3925.73
TXN104055,2024-01-22,CUST9569,Clothing,5,741.57,Net Banking,Hyderabad,3707.85
TXN104056,2024-10-25,CUST6757,Sports,3,3117.91,Net Banking,Hyderabad,9353.73
TXN104057,2024-06-09,CUST9053,Beauty,3,782.89,Credit Card,Ahmedabad,2348.67
TXN104058,2024-11-06,CUST1986,Beauty,7,1550.28,Net Banking,Bengaluru,10851.96
TXN104059,2024-06-04,CUST7567,Grocery,7,87.18,Net Banking,Mumbai,610.26
TXN104060,2024-07-04,CUST3562,Sports,1,1475.07,UPI,Chennai,1475.07
TXN104061,2024-07-13,CUST2400,Beauty,7,2663.67,Net Banking,Delhi,18645.69
TXN104062,2024-06-19,CUST9656,Sports,5,4319.6,Credit Card,Bengaluru,21598.0
TXN104063,2024-04-17,CUST1499,Grocery,3,7356.64,Debit Card,Kolkata,22069.92
TXN104064,2024-04-01,CUST5362,Electronics,6,4336.41,UPI,Delhi,26018.46
TXN104065,2024-09-06,CUST2626,Clothing,3,5653.66,Net Banking,Mumbai,16960.98
TXN104066,2024-03-03,CUST8179,Home & Kitchen,3,2880.69,UPI,Bengaluru,8642.07
TXN104067,2024-05-22,CUST1238,Beauty,5,6020.5,Cash,Pune,30102.5
TXN104068,2024-05-03,CUST6128,Beauty,7,4975.14,Debit Card,Ahmedabad,34825.98
TXN104069,2024-03-06,CUST2685,Sports,6,3694.56,Cash,Ahmedabad,22167.36
TXN104070,2024-08-03,CUST1931,Home & Kitchen,5,1574.34,Cash,Ahmedabad,7871.7
TXN104071,2024-04-17,CUST4360,Sports,1,2449.22,Cash,Bengaluru,2449.22
TXN104072,2024-03-17,CUST5954,Beauty,4,4978.94,UPI,Hyderabad,19915.76
TXN104073,2024-03-16,CUST9888,Sports,3,3425.67,Debit Card,Bengaluru,10277.01
TXN104074,2024-06-28,CUST5986,Grocery,4,7118.41,Credit Card,Chennai,28473.64
TXN104075,2024-12-25,CUST3359,Sports,5,1901.68,Credit Card,Mumbai,9508.4
TXN104076,2024-04-12,CUST7002,Grocery,5,612.39,Debit Card,Kolkata,3061.95
TXN104077,2024-08-13,CUST9805,Grocery,5,4727.11,Net Banking,Bengaluru,23635.55
TXN104078,2024-02-21,CUST8138,Sports,4,7091.83,Cash,Bengaluru,28367.32
TXN104079,2024-05-30,CUST5386,Home & Kitchen,5,2936.97,UPI,Pune,14684.85
TXN104080,2024-12-16,CUST3230,Sports,1,5192.26,Debit Card,Ahmedabad,5192.26
TXN104081,2024-05-23,CUST4503,Home & Kitchen,5,1874.36,UPI,Pune,9371.8
TXN104082,2024-07-02,CUST9388,Home & Kitchen,2,4481.02,Credit Card,Chennai,8962.04
TXN104083,2024-05-08,CUST4378,Electronics,7,6300.73,Cash,Kolkata,44105.11
TXN104084,2024-05-26,CUST8748,Sports,4,6940.24,Debit Card,Mumbai,27760.96
TXN104085,2024-09-14,CUST8954,Clothing,2,867.8,Cash,Hyderabad,1735.6
TXN104086,2024-07-15,CUST3111,Home & Kitchen,5,2870.3,Net Banking,Kolkata,14351.5
TXN104087,2024-11-28,CUST6257,Electronics,1,5127.97,UPI,Bengaluru,5127.97
TXN104088,2024-02-28,CUST6108,Grocery,3,306.74,Net Banking,Bengaluru,920.22
TXN104089,2024-10-16,CUST1934,Clothing,6,5534.2,Credit Card,Pune,33205.2
TXN104090,2024-10-15,CUST2338,Electronics,7,4238.43,Credit Card,Delhi,29669.01
TXN104091,2024-09-01,CUST5931,Beauty,6,2329.87,Net Banking,Chennai,13979.22
TXN104092,2024-12-22,CUST9923,Home & Kitchen,5,6522.8,Net Banking,Ahmedabad,32614.0
TXN104093,2024-07-13,CUST3876,Grocery,7,2341.7,Cash,Hyderabad,16391.9
TXN104094,2024-08-01,CUST6231,Electronics,7,7931.58,Net Banking,Bengaluru,55521.06
TXN104095,2024-03-22,CUST2521,Clothing,1,6536.47,UPI,Ahmedabad,6536.47
TXN104096,2024-10-04,CUST2381,Sports,7,5672.6,Cash,Chennai,39708.2
TXN104097,2024-04-05,CUST4998,Grocery,4,518.94,Net Banking,Delhi,2075.76
TXN104098,2024-11-15,CUST3000,Grocery,2,7237.35,Credit Card,Bengaluru,14474.7
TXN104099,2024-06-27,CUST6914,Grocery,2,6326.74,Debit Card,Pune,12653.48
TXN104100,2024-12-25,CUST7036,Sports,2,1855.33,Net Banking,Chennai,3710.66
TXN104101,2024-05-15,CUST8450,Grocery,4,3156.22,Debit Card,Mumbai,12624.88
TXN104102,2024-11-08,CUST2865,Sports,6,2170.99,UPI,Pune,13025.94
TXN104103,2024-12-22,CUST2334,Home & Kitchen,1,7875.8,Debit Card,Kolkata,7875.8
TXN104104,2024-10-09,CUST9581,Clothing,7,6837.95,UPI,Hyderabad,47865.65
TXN104105,2024-07-19,CUST9964,Grocery,4,7443.9,Debit Card,Mumbai,29775.6
TXN104106,2024-01-19,CUST9799,Grocery,2,6316.53,Debit Card,Bengaluru,12633.06
TXN104107,2024-10-28,CUST8344,Electronics,5,3667.1,Credit Card,Pune,18335.5
TXN104108,2024-11-19,CUST3725,Electronics,3,1667.31,Net Banking,Delhi,5001.93
TXN104109,2024-12-24,CUST6517,Clothing,7,1688.4,UPI,Ahmedabad,11818.8
TXN104110,2024-01-10,CUST1581,Home & Kitchen,4,1238.91,UPI,Delhi,4955.64
TXN104111,2024-08-09,CUST6298,Clothing,4,4386.8,Net Banking,Chennai,17547.2
TXN104112,2024-10-03,CUST2665,Home & Kitchen,1,7362.13,Credit Card,Mumbai,7362.13
TXN104113,2024-12-18,CUST1539,Beauty,1,7934.63,UPI,Delhi,7934.63
TXN104114,2024-02-06,CUST3687,Electronics,4,2319.78,UPI,Delhi,9279.12
TXN104115,2024-12-23,CUST6861,Sports,2,5587.6,Debit Card,Bengaluru,11175.2
TXN104116,2024-08-27,CUST5458,Home & Kitchen,3,4788.87,Cash,Mumbai,14366.61
TXN104117,2024-07-24,CUST8097,Sports,7,3926.82,Cash,Bengaluru,27487.74
TXN104118,2024-11-17,CUST4955,Home & Kitchen,1,5336.18,UPI,Chennai,5336.18
TXN104119,2024-09-14,CUST9634,Beauty,7,2989.76,Credit Card,Kolkata,20928.32
TXN104120,2024-04-13,CUST2743,Grocery,2,7557.54,Debit Card,Pune,15115.08
TXN104121,2024-01-01,CUST7564,Clothing,7,5652.43,Cash,Mumbai,39567.01
TXN104122,2024-12-06,CUST2587,Home & Kitchen,5,6040.98,Credit Card,Delhi,30204.9
TXN104123,2024-03-26,CUST8821,Electronics,1,1962.1,Debit Card,Bengaluru,1962.1
TXN104124,2024-05-21,CUST2947,Sports,2,1373.6,Debit Card,Hyderabad,2747.2
TXN104125,2024-08-04,CUST1096,Home & Kitchen,2,3172.9,Debit Card,Hyderabad,6345.8
TXN104126,2024-12-03,CUST4287,Beauty,3,6140.38,Debit Card,Chennai,18421.14
TXN104127,2024-01-19,CUST7148,Beauty,3,7512.2,Cash,Chennai,22536.6
TXN104128,2024-10-28,CUST6062,Home & Kitchen,5,3435.82,Credit Card,Pune,17179.1
TXN104129,2024-04-10,CUST2878,Beauty,2,6200.03,UPI,Chennai,12400.06
TXN104130,2024-06-03,CUST3211,Sports,6,3779.15,Credit Card,Hyderabad,22674.9
TXN104131,2024-06-16,CUST2581,Clothing,2,2382.97,UPI,Delhi,4765.94
TXN104132,2024-03-21,CUST4393,Grocery,3,5921.94,Cash,Pune,17765.82
TXN104133,2024-07-24,CUST8316,Home & Kitchen,6,6391.67,Net Banking,Bengaluru,38350.02
TXN104134,2024-12-06,CUST5943,Grocery,1,1646.64,Cash,Delhi,1646.64
TXN104135,2024-03-08,CUST4763,Grocery,1,2462.2,Credit Card,Delhi,2462.2
TXN104136,2024-10-05,CUST2149,Sports,7,3973.37,Credit Card,Ahmedabad,27813.59
TXN104137,2024-02-03,CUST9120,Electronics,4,1516.58,Debit Card,Mumbai,6066.32
TXN104138,2024-11-16,CUST4630,Grocery,3,7432.81,Credit Card,Chennai,22298.43
TXN104139,2024-07-26,CUST5038,Sports,4,4742.93,Debit Card,Mumbai,18971.72
TXN104140,2024-01-30,CUST2666,Beauty,6,995.99,Cash,Chennai,5975.94
TXN104141,2024-03-27,CUST9400,Grocery,3,1496.72,Cash,Chennai,4490.16
TXN104142,2024-10-31,CUST9813,Electronics,5,7636.21,UPI,Hyderabad,38181.05
TXN104143,2024-01-28,CUST3003,Clothing,2,5913.2,Net Banking,Bengaluru,11826.4
TXN104144,2024-12-17,CUST2190,Sports,5,5883.21,Credit Card,Kolkata,29416.05
TXN104145,2024-03-23,CUST8195,Electronics,6,607.81,Credit Card,Kolkata,3646.86
TXN104146,2024-10-26,CUST6977,Grocery,3,7165.53,Cash,Bengaluru,21496.59
TXN104147,2024-06-15,CUST5886,Grocery,6,3566.57,UPI,Bengaluru,21399.42
TXN104148,2024-11-26,CUST7377,Clothing,2,5287.95,Net Banking,Ahmedabad,10575.9
TXN104149,2024-01-04,CUST2936,Home & Kitchen,1,7678.72,Debit Card,Pune,7678.72
TXN104150,2024-09-10,CUST5422,Electronics,1,827.1,Net Banking,Hyderabad,827.1
TXN104151,2024-05-20,CUST3169,Clothing,6,3873.74,Net Banking,Ahmedabad,23242.44
TXN104152,2024-12-18,CUST2861,Beauty,4,425.41,Cash,Ahmedabad,1701.64
TXN104153,2024-06-28,CUST6678,Sports,3,4011.38,Debit Card,Delhi,12034.14
TXN104154,2024-07-03,CUST5688,Home & Kitchen,3,2040.51,Debit Card,Ahmedabad,6121.53
TXN104155,2024-05-02,CUST6434,Clothing,1,7291.19,Credit Card,Bengaluru,7291.19
TXN104156,2024-02-29,CUST9762,Beauty,7,3205.99,Net Banking,Delhi,22441.93
TXN104157,2024-09-02,CUST4398,Beauty,5,5081.96,Credit Card,Chennai,25409.8
